"","logFC","t","P.Value","adj.P.Val","B"
"20135",1.40071850858107,2.66673758591414,0.0184140802175867,0.0184140802175867,-3.15063577254305
"23985",1.73849342799905,2.66036153222992,0.0186449696470857,0.0186449696470857,-3.16166945872859
"14727",1.45664966208198,2.65672311783079,0.0187779784290383,0.0187779784290383,-3.16796249178675
"11656",-1.47252811977468,-2.65464953032052,0.0188541929092449,0.0188541929092449,-3.1715479393438
"319178",1.20288022898052,2.64775460826876,0.0191097755078743,0.0191097755078743,-3.18346446727468
"12534",1.27545848782489,2.63987982402056,0.0194057840237465,0.0194057840237465,-3.19706404259278
"100115376",1.71481856078606,2.63804594217131,0.0194753529901573,0.0194753529901573,-3.20022950051413
"12428",1.49955379062486,2.607617774972,0.0206654718132381,0.0206654718132381,-3.25266047666749
"319172",1.38356227370386,2.56457774566422,0.0224694475861096,0.0224694475861096,-3.32651798096127
"20308",1.25761111405138,2.56406332680736,0.0224919005765851,0.0224919005765851,-3.32739848783665
"72391",1.21613515440356,2.56322558952293,0.0225285117866684,0.0225285117866684,-3.32883228774544
"68612",1.35674538835344,2.54471787876358,0.0233521306725451,0.0233521306725451,-3.3604714448959
"108912",1.22987095173782,2.53892642614364,0.0236157544961604,0.0236157544961604,-3.37035725125941
"17857",1.65197032317562,2.53743257737474,0.0236842164466869,0.0236842164466869,-3.37290604320144
"20558",2.05796563250688,2.51670067451114,0.0246542533709828,0.0246542533709828,-3.40822904073886
"66853",-1.28726951570759,-2.51127522738948,0.0249143371921829,0.0249143371921829,-3.41745743127197
"16365",2.50657787766474,2.45843768182691,0.0275886037498576,0.0275886037498576,-3.50698249460123
"233406",1.57387005049854,2.45452518648925,0.0277971855428762,0.0277971855428762,-3.51358572213565
"20293",1.46217638460258,2.43405485645384,0.0289132741455773,0.0289132741455773,-3.54807377950302
"75552",-1.46275673988395,-2.43386810661546,0.0289236503337353,0.0289236503337353,-3.54838794124181
"667597",1.55946794311985,2.41477868985279,0.0300032297863451,0.0300032297863451,-3.5804555546215
"20302",2.23784482446008,2.41418853712338,0.0300372093829492,0.0300372093829492,-3.5814454741014
