"","control","LPS","BaP","combination"
"229588_at",0,-0.0237783536902828,-0.0619320962876067,-0.110455708224431
"229595_at",0,-0.183526279508368,0.236971079247734,-0.0362883528631001
"229801_at",0,0.0621867216538551,-0.0426525391019172,-0.0804010053035196
"229906_at",0,0.331905863341809,-0.193520544205699,0.188705145146674
"230316_at",0,-0.349587054023882,0.0279326079395111,-0.186557131126121
"230484_at",0,0.463669791246773,0.458914899217299,0.446901568244733
"230718_at",0,0.0625922439303408,0.352670741640154,0.248555923464634
"230895_at",0,-0.0214229987959403,-0.229700396892329,-0.125371816682778
"230936_at",0,-0.0467052394485947,0.209065980576418,0.0629881924501949
"231238_at",0,-0.0240112724536557,0.244265772927262,-0.0909344769602206
"231326_at",0,0.0848033333954814,-0.30978452573385,-0.0219436197837868
"231332_at",0,0.00693846075748303,0.0061192051108653,0.176610084775456
"231380_at",0,0.330654875843383,0.11261912788187,0.206567560477901
"231452_at",0,0.1503207847736,-0.134665913179692,0.120724872056343
"231591_at",0,-0.337638299869216,-0.102186138373411,0.370659971209318
"231630_at",0,-0.397950117649113,-0.0224405726466168,-0.258802678807343
"231670_at",0,-0.709283452498217,-0.23864850456958,-0.589055932553145
"231866_at",0,-0.0950316416574007,-0.00956852635416163,-0.282435925874364
"231931_at",0,0.0280815840709243,-0.154820266839119,-0.200582890122914
"232023_at",0,-0.0421569189503265,0.138319612026435,0.0171007084653157
"232086_at",0,-0.188503982421227,0.289859679360366,-0.00805305203817724
"232232_at",0,-0.239646320409439,0.0787355699501701,-0.161036508625396
"232333_at",0,0.164491517111922,0.150774934587898,0.270578868357636
"232337_at",0,-0.392918484580081,-0.146502956903695,-0.296049451763436
"232906_at",0,-0.428844582627686,0.121363337086467,-0.329547097123599
"233005_at",0,0.327026447491194,0.0605261896433514,-0.103268028797935
"233046_at",0,0.286049721865033,-0.121966009411392,0.246535101223919
"233164_at",0,0.149214880104409,-0.684027303942067,-0.140592439365627
"233204_at",0,-0.295629939030903,0.185544163772323,-0.122345073579302
"233222_at",0,0.174050461732119,0.0564781142744528,0.0425794990028307
"233335_at",0,-0.502990471935218,-0.097050463185154,-0.650023053124911
"233424_at",0,0.116745754564776,0.0383951869105229,0.00769145655241648
"234159_at",0,0.0754352986954493,0.171460563499141,0.131151614003138
"234358_at",0,0.541302351970102,-0.364814468269008,0.128819070634266
"234366_at",0,-0.224011035765454,0.265748130542527,0.0107284377890839
"234736_at",0,0.264954334471249,0.0152758314261528,0.339033950534301
"234915_at",0,-0.0129777151351626,-0.210533133100574,-0.205614309935765
"235047_at",0,0.386416924972416,0.122129722885814,0.10298543881676
"235135_at",0,-1.74894214673242,-1.2232085334698,-2.67300604451081
"235169_at",0,-0.259867028225837,-0.410159507324573,-0.175528115498677
"235248_at",0,0.191932093871425,-0.110111136687812,-0.0762429575980811
"235406_at",0,-0.188563801850117,0.167861757631415,-0.107988590346281
"235415_at",0,0.156215551824558,0.101321616319125,0.119347425609284
"236790_at",0,0.412589008987949,-0.210413694671256,0.17968076845214
"237082_at",0,0.306844572564109,0.192906547389621,0.285236484164535
"237625_at",0,0.127449045319619,-0.0942978126884986,0.132017944890346
"237847_at",0,-0.608229009159448,-0.0029028857539522,-0.514935064051611
"237880_at",0,0.210167917636837,-0.0883535078863579,-0.0829486257032252
"238055_at",0,-0.0300761300687841,-0.346794429809969,-0.479056264452003
"23821_at",0,-0.399912899675903,0.187083865211632,-0.401148028752764
"238384_at",0,-0.0729974187155246,0.455437700823519,-0.0681048131580312
"239559_at",0,-0.439785388231235,0.124879550513379,-0.410361441155872
"239650_at",0,-0.442308757564146,-0.0545885236867371,-0.446116234951748
"239852_at",0,-0.0902511275443331,-0.146515652848796,-0.132641361046329
"239985_at",0,-0.177931068314478,0.229059553507995,-0.0304504571699071
"240058_at",0,-0.877422627767572,-0.564693685390962,-0.888759727416473
"240067_at",0,0.113435224041699,-0.299831828048327,-0.0732256683627309
"240174_at",0,0.329279601501378,-0.0750115744064374,0.0444086244491452
"240442_at",0,0.00876463644796838,0.123522608755474,0.109056765253723
"240638_at",0,-0.129327654866182,0.0343565729845742,-0.280725804855728
"241066_at",0,0.0458753303658367,-0.283011286797015,-0.0958442224076758
"241525_at",0,-0.466417176596472,-0.0560960203181489,-0.30835097706578
"242259_at",0,0.168736445370348,0.00072472284778994,0.250433940967386
"242653_at",0,-0.180389129579631,-0.111945290913948,-0.0962488065346618
"243025_at",0,0.496921131358762,-0.474245434613671,0.277493420788886
"243262_at",0,0.208264408090345,0.141510699793366,0.0127208644472328
"243853_at",0,-0.114441238213551,0.189141888665356,-0.0187529022237685
"243914_at",0,-0.175602759169835,0.074217346286631,-0.188765626160808
"244233_at",0,0.00151966547983803,-0.252621731602533,-0.0804278291757351
"244654_at",0,-0.522698770417532,0.370450296792761,-0.388384776390294
"244895_at",0,-0.172623908652059,0.110773233840635,-0.0219620274724506
"245269_at",0,0.27441901111923,-0.175442534618191,-0.129927178326119
"245511_at",0,-0.0910766593897316,-0.0268672877968307,-0.0907056300875602
"246256_at",0,1.73856108925157,-0.183590159341489,2.4383020852168
"246782_at",0,-0.869424526078941,-0.75900447579232,-0.862400450160938
"252837_at",0,-0.427235759884475,-0.101823083914844,-0.540507902404416
"252910_at",0,0.395382045209948,-0.0988466650015628,-0.187146880463603
"252967_at",0,-0.116070867880155,-0.112466640910368,-0.0693718064130756
"257872_at",0,0.577186173477666,-0.238843641300298,-0.186664800831681
"257892_at",0,-0.00145177859002373,0.227916081563177,-0.134641896388963
"257904_at",0,-0.103757486098866,-0.0432252217020812,0.0590154446096332
"258113_at",0,0.0965560563847921,-0.161216437685055,-0.0492142855917526
"258120_at",0,-0.0600024753127504,-0.278069002332138,-0.26407955418699
"258136_at",0,0.931739286025032,0.842934416123644,0.454026074247286
"258158_at",0,-0.0046235376796513,-0.174036773939053,-0.032079825995815
"258233_at",0,0.14789605282608,-0.0337222277557768,0.010189609165938
"258261_at",0,-0.101240448286286,-0.148676655146245,-0.0764593691009105
"258285_at",0,-0.284486965422397,-0.210688210028937,-0.249208040283617
"258309_at",0,0.0439932501500066,-0.18203243227486,-0.270320671242664
"258331_at",0,0.00769278311862254,-0.401076714147245,-0.0874225231016436
"258333_at",0,0.0726870216681261,-0.168338003194172,-0.223306668006458
"258402_at",0,0.431272941587463,-0.08316978166077,0.0212338372020698
"258424_at",0,0.196663544640608,0.236818371875265,0.234554737598249
"258434_at",0,0.257115213803731,0.0320839029861027,-0.0173795556920681
"258435_at",0,0.145698125193207,-0.0271623507008155,-0.0262749230525268
"258451_at",0,0.569294251452145,-0.0838853523407205,0.249115044970379
"258502_at",0,0.14103500029235,0.136685289519537,-0.0626683929964247
"258531_at",0,0.303741885126138,0.183289598545915,0.0535926813098229
"258548_at",0,0.0364268421727489,-0.138408638417081,-0.0445333631676008
"258587_at",0,-0.0580555190813956,-0.188829447648949,-0.0474320173286574
"258594_at",0,-0.028138516345018,-0.367450334584784,-0.162664759812399
"258625_at",0,-0.00115607539157285,-0.0565855702589987,-0.049409733242556
"258656_at",0,-0.198634714218204,-0.316360265246672,-0.390765826751387
"258663_at",0,0.134730796965626,-0.283786555636734,0.0801260717304685
"258704_at",0,-0.153818347888002,-0.2312551155097,-0.275895294024685
"258705_at",0,-0.0748185930379129,-0.371414612844288,-0.0507906371357255
"258722_at",0,0.0982309747896912,-0.0469626872066942,0.229720334435994
"258726_at",0,-0.0201606552598662,-0.00470560796329984,-0.0901588377042176
"258750_at",0,-0.238758627528532,-0.3911289370249,-0.134024718186041
"258759_at",0,-0.296398623087722,-0.0665170541363174,-0.164685926501789
"258769_at",0,-0.237365110265529,-0.612382676810523,-0.368545873558491
"258772_at",0,-0.175481268650146,-0.572932354426964,-0.251708869590292
"258792_at",0,0.305056967344176,-0.074012310145837,-0.00779512329551253
"258793_at",0,0.00863488815601008,0.0688687202054434,0.0972512718369047
"258794_at",0,-0.00538892219473603,0.0331976639947094,-0.0398274200111615
"258809_at",0,0.151807878683866,-0.238604042744528,-0.066984709454883
"258840_at",0,0.198459144149247,0.186744306336681,-0.0189598260603418
"258842_at",0,-0.14723507070765,-0.538062579168566,-0.446112416772158
"258867_at",0,0.27425108626072,-0.255027868320144,0.100953784918949
"258896_at",0,0.385380944157543,0.10135781340797,-0.081596398135746
"258920_at",0,0.0454009300376096,-0.136106856259104,-0.0924187162114008
"258956_at",0,0.139543151695284,-0.218606155240236,-0.122881786990124
"258991_at",0,0.00590730537016422,-0.170318036450121,0.0344008647053213
"258992_at",0,0.284759958284099,0.188824456441061,0.316834296607806
"259025_at",0,0.367556652968295,-0.156589479839848,-0.0619489650956815
"259055_at",0,0.12671724416625,-0.101158173793171,-0.0553345712224269
"259078_at",0,0.268480690097087,0.0968094762234802,0.195560074063514
"260301_at",0,0.168387522143453,0.0393839254330599,0.141083357609559
"260409_at",0,-0.0393770505568181,-0.0796925503577753,0.0435610775277039
"26359_at",0,-0.068795390705817,-0.00118203841064262,-0.0257678734789725
"26363_at",0,-0.546229879190622,0.246006694523261,-0.455727273913142
"26433_at",0,-0.190081041454663,0.192828814083436,0.0620661260299228
"26459_at",0,-0.123101744574861,-0.231373501483896,-0.00970937298109135
"26561_at",0,-0.187209746099159,-0.0226832581838918,-0.162322364653116
"268395_at",0,-0.285963219041635,-0.0197209737323071,-0.180934503819135
"26877_at",0,-0.129573658100037,-0.205541769618906,-0.174938081473632
"26895_at",0,0.079126466133957,-0.0718893809018328,0.0312938007061993
"269209_at",0,0.00191604395397137,0.121552921347017,-0.0457117357494851
"269338_at",0,0.0850985781727341,0.0390032078000376,0.0431605519725082
"26941_at",0,0.0714375952988653,0.223187096778984,0.243581450532187
"269529_at",0,-0.180061976302968,0.165027737020828,-0.144535211486281
"269695_at",0,0.432456246168947,0.307433742621979,0.173125214325586
"269702_at",0,0.602515542194319,0.242643474290645,0.419428777544706
"26971_at",0,0.100327798869499,-0.117621842883769,0.0398835124621929
"269774_at",0,0.0534953020664921,0.052430220148208,-0.0665229729725312
"269952_at",0,-0.0137251725548673,0.719345266892874,0.198656559660116
"270160_at",0,0.10420772471196,-0.191359491305453,0.0364820496363707
"270162_at",0,-0.186729334572787,-0.0304760782591349,-0.239896759714842
"27056_at",0,0.479097694291838,0.000478797831642971,0.970770323969579
"271005_at",0,-0.259193220576246,-0.478455450467228,-0.340049884136832
"271639_at",0,-0.47448224166428,-0.684750881041719,-0.734034345741299
"27216_at",0,0.148465319647246,-0.03217376666553,-0.0542590383492862
"27276_at",0,-0.41321890291004,0.196495186263635,-0.525772659383237
"277898_at",0,-0.205293500350142,-0.382844971237185,-0.11812273379699
"278255_at",0,0.221840240846478,-0.0199420736340088,0.0640250350167819
"280408_at",0,-0.167883824596751,-0.00814468182784812,-0.18169553284828
"28135_at",0,0.262594565762196,-0.0927184679068397,-0.000937392420119375
"282663_at",0,0.295171109803773,0.20367719032761,0.149805313101327
"29813_at",0,-0.159531030841142,-0.100602993241135,0.424958749526342
"30843_at",0,0.486982799208862,0.0237260954928753,0.123129450151584
"30944_at",0,-0.0263255660515544,-0.045991499253232,-0.0899039375213483
"319167_at",0,0.961390070257573,0.396926294588716,0.16615984205174
"319470_at",0,-0.0613551006588533,-0.106574082111274,0.0174881394955421
"319564_at",0,-0.0526798009334933,-0.0179529697827865,0.117027598986704
"319615_at",0,0.567440849332837,-0.0230891869813034,0.351380888442179
"319651_at",0,0.244073916262035,-0.0504485566650842,0.00988236321899892
"319776_at",0,-0.174906127948395,-0.286799128672489,-0.019664031003949
"319817_at",0,0.185274818438818,-0.077445635736097,0.0658269944886784
"319901_at",0,0.168070331684688,0.076620411276023,0.189437359378852
"320230_at",0,0.0543582443913163,-0.14252565560972,-0.178264638767153
"320292_at",0,-0.00763694949715062,-0.166778416799812,-0.0688952320284955
"320343_at",0,0.0285540953714859,-0.0209496860450544,0.152809576198508
"320383_at",0,0.450760985107305,0.0890582622834202,-0.142945327703249
"320479_at",0,0.0658739807375161,0.0322777119048398,0.109494138472794
"320506_at",0,0.023864376762731,-0.0317766133362987,-0.0374672440087081
"320538_at",0,0.0120035462675174,-0.237287153652304,-0.163244684574137
"320541_at",0,0.17142380589013,0.06253415565869,-0.152863313196696
"320616_at",0,0.49184832044204,-0.103709697797174,0.275540932615563
"320671_at",0,-0.555235641294674,-0.564632555407161,-0.704279588097867
"320696_at",0,0.041714838999934,-0.1937980965603,0.00338140247070989
"320825_at",0,0.228013706150099,0.141471281109227,0.266379399691621
"320924_at",0,-0.0986319210089376,0.358638356897144,0.013790152985509
"320951_at",0,-0.175222662570881,0.0483158629084855,-0.0716584281806794
"326622_at",0,0.241172693361434,-0.139040766068774,0.0364596285930063
"327814_at",0,-0.0315634210673679,-0.140974573880617,-0.196640308984365
"328035_at",0,-0.0866496704085406,-0.0149588318186556,-0.156845510570973
"328250_at",0,0.21480574231151,0.142830214405515,0.0604689907782983
"328572_at",0,-0.0593927366350255,0.0901488320472647,0.0396868606816165
"328643_at",0,0.0249814479871742,0.0121337286726086,-0.105979825700167
"328734_at",0,0.69642545666635,0.289503565196067,0.434167482880057
"329165_at",0,-0.0775449201707991,0.168556948402019,-0.126854974332973
"329540_at",0,-0.0477902907666924,0.29789340697546,0.185548127370688
"329716_at",0,-0.102704142734462,0.0693074621172634,-0.11368214728453
"330485_at",0,0.118916121332777,0.121624922279642,0.444480212616905
"330502_at",0,0.0723046684546687,0.218115856113363,-0.134115222445758
"330921_at",0,-0.182656200385026,-0.0826109310297584,-0.181794967466126
"331578_at",0,0.0138274544271686,-0.0706016748729307,0.0878309841526655
"338349_at",0,0.19787700613264,0.0592273032691817,0.27170204412062
"338363_at",0,0.182021476328078,0.125581826774868,0.231193152900262
"338403_at",0,0.03772768464939,-0.147920707738187,-0.0168670792703775
"347708_at",0,-0.00072750678820484,-0.0851217527767295,0.0751748874857373
"347711_at",0,-0.107937462634276,-0.223334552160305,0.0788466169554098
"360214_at",0,-0.0794748081259126,-0.094003582162184,-0.139217671836066
"380701_at",0,0.0872697738761274,0.167064214592848,0.210765628695813
"380912_at",0,-0.265778313832121,-0.00802810730298514,-0.199273568012318
"380916_at",0,9.12021022777475e-05,0.0792787761852223,-0.00440132049911574
"381038_at",0,0.0837528309401406,-0.00111030850917037,0.13219920948001
"381045_at",0,0.475382793155112,-0.0695234198879936,0.252994185457978
"381269_at",0,0.316740561201929,-0.505405827377168,0.602458371802634
"381284_at",0,0.486459438240964,-0.119214425639554,0.642316781273559
"381305_at",0,0.0362494946951518,-0.0964936594510669,-0.0112945299086676
"381405_at",0,-0.236565862366387,0.25116091367018,0.0134895837390084
"381484_at",0,0.113015172563791,-0.728167591173983,0.290848896531303
"381538_at",0,-0.187400073449767,-0.0601302026934744,-0.145739325092543
"381853_at",0,0.0647810148796884,0.00256623962967857,-0.0477423875044765
"381924_at",0,-0.215518795229231,-0.445466476021645,-0.0528457384200316
"382010_at",0,0.297951868062975,-0.15538885374298,0.264733950223093
"382073_at",0,0.0662249870517747,-0.189452841095602,0.0266596496591062
"382074_at",0,-0.0171560990139057,-0.0678553373271714,0.0173968143357452
"382118_at",0,0.226529946725234,0.0776223271863491,0.387235923781013
"383563_at",0,0.119435423494748,0.076558198569427,0.165868359748804
"384639_at",0,-0.163120854864169,-0.0713457616016226,-0.0436338987215748
"384775_at",0,-0.0631490221009957,-0.23643262256835,-0.0137697451731174
"385343_at",0,0.00849971010074976,0.0271646633272628,0.0279417215353031
"385668_at",0,0.214335603170626,0.245888452354812,0.320586579637938
"387157_at",0,0.0329870634925944,-0.0495733147582624,-0.0551080958126586
"387160_at",0,0.738015177619176,0.106843688880712,0.578995350098371
"387188_at",0,-0.326549063155681,-0.199305623679176,-0.15098712157131
"387198_at",0,-0.0678645002588625,-0.00923276374507668,-0.11190459488655
"387225_at",0,0.0235685993265038,-0.242085951459849,-0.160010371535677
"387237_at",0,-0.0104086011072248,-0.0904028429689915,-0.14413464630941
"387242_at",0,0.0616125113547635,0.199509205931062,0.0523877990213843
"404194_at",0,0.333612192973884,0.017234648360949,0.233661720068582
"408065_at",0,0.726666034441222,-0.0323059907792154,0.590421864575875
"414123_at",0,0.468763204819509,0.421523307923028,0.460796686085059
"432480_at",0,0.141543699475477,-0.0128447923541154,0.0408736779333983
"432602_at",0,0.314832845276603,-0.12432495239117,0.0462895746396024
"433003_at",0,0.221158649187964,-0.10392537357559,-0.322892523725004
"433904_at",0,-0.0120596170433289,0.065471360737358,-0.389044886606647
"434228_at",0,-0.124495123487984,0.0838419504955687,-0.0420969015888425
"434438_at",0,0.0442212365965613,-0.166787083446187,-0.177771348709654
"434439_at",0,0.130407862840072,0.0470281721369052,0.220161361006018
"435626_at",0,0.0183325511811951,0.0725017510525026,0.0846424097571716
"436022_at",0,0.334506492891701,0.619269599116643,0.29321729223577
"436522_at",0,-0.508332736547038,-0.66794817008494,-0.463162544637089
"446210_at",0,-0.0117166591580356,-0.0969801236883853,-0.268602231252113
"448987_at",0,-0.386956984313352,0.0581073365417347,-0.256282688661954
"50505_at",0,0.0472701915951135,-0.0872355007674435,-0.110271836726134
"50720_at",0,0.0216491228751463,-0.39591874761791,-0.0890558771825073
"50723_at",0,0.106843184342444,0.067614037009585,0.455189808189246
"50754_at",0,-0.100968348847407,-0.150452842468308,-0.138345948396832
"50765_at",0,-0.0545520603979497,-0.0928003897759915,-0.0664499493927805
"50786_at",0,-0.212879554993862,0.0300288537508661,-0.00806618636921723
"51875_at",0,0.112584864633927,0.0874201270445569,0.0968718689112801
"52331_at",0,-0.04662159440418,0.040111759026771,-0.130659568517118
"52377_at",0,-0.412626682937612,0.633180193196337,-0.299846437517041
"52570_at",0,-0.513430024960728,-0.628201028607603,-0.64616929490656
"52898_at",0,-0.283535901386435,0.481062726116907,0.0420020942198753
"53609_at",0,0.185750278549419,-0.096182601430915,0.00477430188657233
"53626_at",0,-0.117148774913381,-0.279087593282761,-0.298798773869046
"54368_at",0,-0.416607732777604,0.194351094965627,-0.25716052736237
"544717_at",0,-0.121102984200274,-0.143457632252047,-0.226534033493177
"54485_at",0,-0.447968420467322,0.289012424401622,-0.249131959915308
"545085_at",0,-0.014511058683652,0.0121796495560307,-0.0980111352184536
"545126_at",0,0.287707349182575,0.105198357542301,0.147840444913497
"545667_at",0,-0.148904041621963,-0.101626283670256,-0.126182583267705
"545677_at",0,-0.326786828032398,-0.542408493604634,-0.445266843857713
"545893_at",0,0.119432763409152,-0.0604244354690911,0.0203202233795894
"54613_at",0,0.0287295967942652,-0.0383347725708596,-0.0173143074911025
"54624_at",0,-0.168856098322335,-0.0196014741520037,-0.165047297806117
"546244_at",0,0.0453159894240031,0.78014031253205,-0.0302282473144929
"546644_at",0,-0.610123132557782,-0.972919494813741,-0.748796120199526
"55987_at",0,-0.815891407169642,-0.68257622268018,-1.03684839998726
"56075_at",0,0.252383048684043,-0.287143087118958,-0.00774783360590441
"56177_at",0,-0.0646070648581692,0.473096577860778,0.0601757580885822
"56222_at",0,-0.0522792213451831,0.266902630454285,0.131896627932011
"56324_at",0,0.0057809136974686,0.177645490463332,0.147447822317763
"56419_at",0,1.34479533770226,0.819031644745667,1.41747697829712
"56427_at",0,0.171708874942586,-0.0195723957222223,-0.0215462815516444
"56471_at",0,-0.0632033035348944,-0.150576249532556,-0.0556306613259341
"56490_at",0,-0.182739492139979,0.137643321316052,-0.206323587955923
"56543_at",0,-0.0776517990813919,-0.0750319020262847,-0.158831202082405
"56698_at",0,0.0500083859472881,-0.108939698944502,-0.0343334122862858
"56741_at",0,-0.0416269791019041,-0.156070634894544,-0.165518444041576
"56745_at",0,-0.410382045446536,0.291099462373663,-0.406792159158759
"56788_at",0,-0.89654463362382,0.609311869533154,-0.384053238650078
"57014_at",0,0.111021822445992,-0.0675569006330963,0.00542219411314239
"57138_at",0,-0.188784651100099,-0.216302136488673,-0.280388980043334
"57254_at",0,0.0266977939818445,0.0814130041750692,0.160893631351571
"574429_at",0,-0.188895025204821,-0.0635796450776282,-0.0655494454643951
"57757_at",0,0.706626861704716,-0.201157997465956,0.121286969675621
"57814_at",0,-0.088263245070258,-0.216558096671485,-0.490755819804029
"57874_at",0,-0.165339778662036,0.0666568641436245,-0.195815529722869
"58229_at",0,-0.0930690998653842,0.320604698169086,-0.0101312701182121
"58249_at",0,-0.0343245298473981,0.053991084835975,-0.164839563733671
"59008_at",0,0.00993773610382144,0.0720591118883255,0.00787220881766778
"59038_at",0,-0.667796296443839,0.0255507768050768,-0.654114766992061
"59069_at",0,0.189236844609609,-0.267248231648402,-0.0832456695746511
"60504_at",0,0.646426732504396,-0.437610177490284,0.858235803677653
"619302_at",0,0.148665787185999,0.0890656681719338,0.0312166078951099
"621427_at",0,0.401519430918184,0.126189244169809,0.34015585206761
"622117_at",0,-0.117592229165018,-0.166969787201842,-0.176729401526413
"622921_at",0,-0.0217846149154312,0.08626829719539,0.096973869704751
"623474_at",0,1.30049281951859,0.725815658296208,1.31850267995536
"626848_at",0,0.666172554467672,-0.0810200524575058,0.124379098570664
"627132_at",0,0.299700555243928,0.00153483135366067,-0.345099486355528
"627585_at",0,-0.228881387857742,-0.0818118790755579,-0.193285201110854
"627821_at",0,0.181788585019374,-0.278888868856807,-0.0502717506190924
"628324_at",0,0.00737447258897724,-0.0836583652087952,-0.0533052016719602
"629820_at",0,-0.11732012370446,0.101164407444833,-0.302753036360309
"631797_at",0,0.00116830960043952,0.317851041804345,-0.0933206866690439
"635253_at",0,0.0582116781834329,-0.024198658804462,-0.0105585228019128
"64050_at",0,-0.00248898937471225,-0.318421377780076,-0.135859276990619
"64453_at",0,0.10306656141948,0.037086293373681,0.0355125795585112
"65246_at",0,-0.0731797626373314,-0.0716098556097109,-0.126527794479993
"654801_at",0,0.160605397439349,0.109857078900917,0.147276960829753
"65945_at",0,-0.786481132108541,0.199061593942481,-0.494601649009162
"66067_at",0,0.16147419475007,-0.0503753098953537,0.149956576980601
"66117_at",0,-0.699086101337853,-0.783559002458382,-0.905883692769562
"66167_at",0,0.3218540187547,0.10686362198343,-0.0137028743264114
"66194_at",0,-0.0483864334480489,-0.217101636940746,-0.0656698605924645
"66231_at",0,0.368113153064936,-0.265733273088562,0.130273655545732
"66236_at",0,0.00342270855395808,-0.315211631976866,0.0659392571473837
"66268_at",0,-0.224673524162699,-0.0184284840497561,-0.218349288800712
"66315_at",0,0.308964932524293,-0.139084961315888,-0.0168522987653173
"66352_at",0,0.115934029671822,-0.00413744572139338,-0.0869128609048645
"66377_at",0,-0.308526248035281,-0.369459805481492,-0.497522737661188
"66392_at",0,0.0293448094767304,-0.0579538734107107,0.00957293022872181
"664608_at",0,-0.154864585853876,-0.064811348067478,-0.414811182707319
"664793_at",0,-0.046293052751462,-0.197529226801554,-0.0875455502229449
"66481_at",0,0.349453634775832,0.0243894041278603,0.204042044977085
"66483_at",0,0.353370026375691,-0.0394237453416708,0.16161003128873
"665005_at",0,0.16975926736737,0.216801710618678,0.611799734723926
"665037_at",0,-0.0433421755623592,-0.16189066492961,-0.00758988860129552
"665119_at",0,-0.171741693235465,-0.157570270462292,-0.382372235635896
"66548_at",0,-0.0230761087374342,0.382033216189173,-0.228985635585056
"66597_at",0,0.0437150910678559,-0.0539638168639916,0.211124311848053
"66625_at",0,0.256717771837553,-0.364843928660587,-0.0563086510676869
"66658_at",0,-0.0842815537839575,-0.0362846016933905,-0.0605962746437105
"666737_at",0,0.279876430964474,-0.353339887682635,-0.0498609939791744
"66686_at",0,0.0582346332506914,0.280246346184531,0.0504617837357498
"66694_at",0,-0.808954874216145,-0.804967792690464,-0.87172834797176
"667230_at",0,0.252812552110051,-0.0885065578776127,-0.0571875060237031
"667772_at",0,-0.0955237337038202,-0.200298676989309,-0.126117019595637
"66784_at",0,0.00550858651439506,-0.0711926039914408,-0.0538248534748206
"66790_at",0,-0.276691625831753,-0.0277758749623718,-0.0838960397873088
"66844_at",0,0.241472531685998,0.0736028173584389,0.22899558029013
"66849_at",0,-0.172979948180845,-0.256646926625984,-0.320200801622088
"66874_at",0,0.155376556133029,0.0169132581259084,0.070559388591323
"66922_at",0,-0.15915736725141,-0.10448696214819,-0.366439125465317
"66938_at",0,-0.274606862959503,0.0308248190375719,-0.269346900596737
"66953_at",0,0.761354363280012,-0.203265697913025,-0.207696015422892
"66962_at",0,-0.198277895767567,-0.155441491224246,-0.0675610949362184
"66989_at",0,-0.0985226393350956,0.0351897657781525,-0.0281245322964222
"67037_at",0,0.218829258346078,0.404982678994271,0.323460641561315
"67044_at",0,-0.609653051653924,-0.156702204387082,-0.539832579196439
"67070_at",0,-0.0034592073026664,-0.137851541197972,-0.100588559720168
"67075_at",0,0.127799118361892,0.00290032512720527,-0.0563340725304688
"67101_at",0,-0.256110765880629,-0.000916953124913294,-0.244812153821042
"67119_at",0,-0.287725058227862,-0.167773926974535,-0.12136052635977
"67135_at",0,-0.0500898255651934,0.199175597506535,0.0351193999958809
"67141_at",0,1.05459561087481,0.601544079105496,0.867758609229899
"67201_at",0,0.251089005977986,0.0259653409940662,0.186468867341944
"67245_at",0,0.301432767721943,-0.0595124186414443,0.234853311933937
"67270_at",0,-0.360563403287753,-0.578751208661496,-0.228184745161033
"67272_at",0,-1.11026278613918,-0.87370691144873,-1.1253588796366
"67293_at",0,0.0945081781305002,-0.0771386895989467,0.283499537381375
"67304_at",0,-0.0694761312676477,-0.0692414460764794,-0.0833660246807329
"67305_at",0,-0.143255820278806,0.275070915642743,0.0389175279639354
"67370_at",0,0.235001105037421,-0.219521521013378,-0.025355783108562
"67402_at",0,0.118354958047154,-0.0357271327555446,0.022136490949988
"67426_at",0,-1.89852415955606,-1.9874744639921,-2.12055008264444
"67448_at",0,-0.207919258851853,0.299573765115543,-0.17488418131273
"67513_at",0,-0.0673626165217251,-0.0272980825062218,-0.0136917853423704
"67573_at",0,-0.180901144821438,-0.05854484844876,-0.103981754043948
"67647_at",0,-0.140556911126561,0.0988026838924916,-0.206968437292263
"67656_at",0,0.0569885590865557,-0.0884396519795074,0.145647255930298
"67767_at",0,-0.179390822259007,-0.0384493217190283,-0.18179982457963
"67778_at",0,0.116973789388111,0.0152329732881783,0.0356538931502124
"67836_at",0,0.0853652176753153,0.0576518576685007,0.0433865944410278
"67874_at",0,-0.324502431078862,0.0590691099165154,-0.321091357262762
"67895_at",0,-0.641758646987322,-1.22091962115291,-0.793489210892583
"67896_at",0,0.0334578440112504,0.0146316711354595,0.0462429679961852
"67905_at",0,-0.175924806254829,-0.137001961164358,-0.117497912094308
"67912_at",0,0.14603416183392,0.000735237756924874,0.0962456593616673
"67916_at",0,-0.677422730758113,0.294336465639078,-0.479254599245266
"67967_at",0,0.406118589257615,0.13861655779309,0.481825659471069
"67978_at",0,-0.114694652273354,0.238302884778301,0.0811812982687245
"67985_at",0,-0.0360647746096165,-0.473982372815584,-0.254825204540236
"67988_at",0,0.437115547945116,-0.113197750555541,0.197300891355475
"67997_at",0,-0.186374370476419,-0.134811165034933,-0.151715777505017
"67998_at",0,0.238122960204681,0.0602450983291065,0.176113104091834
"68001_at",0,0.219147825723097,0.118200580360371,0.16357835714619
"68055_at",0,0.0618071918936226,0.148952468171948,0.0212806488522808
"68059_at",0,-0.0351177118960689,0.0825085828780281,-0.0598232931142859
"68083_at",0,-0.162744553798596,-0.168355723342762,-0.161612711693476
"68106_at",0,0.0122380974068551,0.0753700090674652,-0.188090693628466
"68137_at",0,-0.365004102063975,0.012349200229619,-0.138463766600702
"68176_at",0,-0.259973545636587,0.310075903068073,-0.0833723726635406
"68188_at",0,-0.154531228572638,0.224539245734896,-0.0871515392702217
"68307_at",0,0.0817461022593628,-0.0490145582234323,0.089442806562531
"68364_at",0,0.0762279747371643,0.0361326529704401,0.0571074106444066
